NAC_A,NAC_C,NAC_G,NAC_T,Zcurve9_1.x,Zcurve9_1.y,Zcurve9_1.z,Zcurve9_2.x,Zcurve9_2.y,Zcurve9_2.z,Zcurve9_3.x,Zcurve9_3.y,Zcurve9_3.z,Zcurve12_A.x,Zcurve12_A.y,Zcurve12_A.z,Zcurve12_C.x,Zcurve12_C.y,Zcurve12_C.z,Zcurve12_G.x,Zcurve12_G.y,Zcurve12_G.z,Zcurve12_T.x,Zcurve12_T.y,Zcurve12_T.z
0.39766081871345027,0.15789473684210525,0.19298245614035087,0.25146198830409355,0.04093567251461988,0.029239766081871343,0.06432748538011696,0.08771929824561403,0.05263157894736842,0.08771929824561403,0.05263157894736842,0.029239766081871343,0.14619883040935672,0.16470588235294117,0.023529411764705882,0.11764705882352941,0.052941176470588235,0.08823529411764706,0.1,-0.005882353,0.041176470588235294,0.07647058823529412,-0.023529412,-0.035294118,0
0.15789473684210525,0.2573099415204678,0.38011695906432746,0.2046783625730994,0.09941520467836257,-0.029239766,-0.099415205,-0.064327485,-0.052631579,-0.005847953,0.04093567251461988,-0.087719298,-0.169590643,0.052941176470588235,-0.029411765,-0.017647059,-0.129411765,0.058823529411764705,-0.047058824,0.1411764705882353,-0.152941176,-0.082352941,0.0058823529411764705,-0.052941176,-0.135294118
0.32748538011695905,0.18128654970760233,0.14619883040935672,0.34502923976608185,-0.01754386,0.017543859649122806,0.06432748538011696,-0.01754386,0.05263157894736842,0.1695906432748538,-0.01754386,-0.052631579,0.1111111111111111,0.01764705882352941,-0.041176471,0.12352941176470589,-0.017647059,0.06470588235294118,0.07647058823529412,0.041176470588235294,0.041176470588235294,0.052941176470588235,-0.088235294,-0.041176471,0.08823529411764706
0.23976608187134502,0.2046783625730994,0.21052631578947367,0.34502923976608185,-0.064327485,0.05263157894736842,0.12280701754385964,-0.029239766,-0.087719298,0.08771929824561403,-0.005847953,-0.076023392,-0.040935673,0.0058823529411764705,-0.064705882,0.0058823529411764705,-0.076470588,-0.017647059,0.14705882352941177,0,0.03529411764705882,0.011764705882352941,-0.035294118,-0.058823529,0.011764705882352941
0.2573099415204678,0.28654970760233917,0.17543859649122806,0.2807017543859649,-0.064327485,0.06432748538011696,-0.029239766,-0.01754386,0.04093567251461988,0.017543859649122806,-0.052631579,-0.01754386,0.08771929824561403,0.047058823529411764,0.07058823529411765,0,-0.088235294,0.08823529411764706,0.08823529411764706,-0.023529412,-0.047058824,0.011764705882352941,-0.076470588,-0.017647059,-0.017647059
0.24561403508771928,0.19883040935672514,0.30994152046783624,0.24561403508771928,0.017543859649122806,-0.01754386,-0.005847953,0.06432748538011696,-0.029239766,-0.040935673,0.029239766081871343,-0.064327485,0.029239766081871343,0.12941176470588237,-0.082352941,-0.058823529,0.0058823529411764705,0.052941176470588235,0.029411764705882353,0.041176470588235294,-0.041176471,0.08823529411764706,-0.070588235,-0.035294118,-0.070588235
0.1871345029239766,0.3684210526315789,0.18128654970760233,0.2631578947368421,-0.134502924,0.029239766081871343,-0.111111111,-0.076023392,0.12280701754385964,-0.099415205,-0.052631579,-0.040935673,0.1111111111111111,-0.082352941,-0.047058824,0.011764705882352941,-0.070588235,0.1411764705882353,0.011764705882352941,0.0058823529411764705,-0.005882353,-0.017647059,-0.111764706,0.01764705882352941,-0.1
0.2222222222222222,0.30409356725146197,0.24561403508771928,0.22807017543859648,-0.099415205,0.05263157894736842,0.017543859649122806,-0.029239766,-0.029239766,-0.087719298,0.06432748538011696,0.029239766081871343,-0.029239766,0,-0.047058824,-0.011764706,-0.023529412,0.11764705882352941,0.047058823529411764,-0.041176471,0.0058823529411764705,-0.064705882,0.0058823529411764705,-0.017647059,-0.076470588
0.3567251461988304,0.19298245614035087,0.1695906432748538,0.2807017543859649,0.017543859649122806,0.05263157894736842,0.1111111111111111,-0.040935673,0.005847953216374269,0.05263157894736842,0.07602339181286549,0.04093567251461988,0.1111111111111111,0.08235294117647059,0,0.17647058823529413,-0.052941176,0.052941176470588235,0.01764705882352941,0.052941176470588235,0.041176470588235294,0.01764705882352941,-0.035294118,0,0.058823529411764705
0.14619883040935672,0.40350877192982454,0.2631578947368421,0.1871345029239766,-0.087719298,0.05263157894736842,-0.111111111,-0.099415205,0.017543859649122806,-0.111111111,0.005847953216374269,0.029239766081871343,-0.111111111,0.029411764705882353,0.01764705882352941,-0.076470588,-0.117647059,0.058823529411764705,-0.082352941,-0.005882353,0.01764705882352941,-0.088235294,-0.082352941,0.011764705882352941,-0.094117647
0.09941520467836257,0.4327485380116959,0.23391812865497075,0.23391812865497075,-0.18128655,0.017543859649122806,-0.169590643,-0.064327485,0.09941520467836257,-0.134502924,-0.087719298,-0.052631579,-0.029239766,0.01764705882352941,-0.041176471,-0.052941176,-0.235294118,0.11764705882352941,-0.011764706,-0.058823529,-0.047058824,-0.082352941,-0.052941176,0.029411764705882353,-0.182352941
0.1286549707602339,0.3333333333333333,0.2982456140350877,0.23976608187134502,-0.040935673,-0.099415205,0.017543859649122806,-0.076023392,0.005847953216374269,-0.122807018,-0.029239766,0.017543859649122806,-0.157894737,0.011764705882352941,-0.035294118,-0.058823529,-0.111764706,0.06470588235294118,0.06470588235294118,-0.035294118,-0.035294118,-0.129411765,-0.005882353,-0.064705882,-0.147058824
0.15204678362573099,0.391812865497076,0.3216374269005848,0.13450292397660818,-0.052631579,0.04093567251461988,-0.157894737,-0.052631579,0.05263157894736842,-0.122807018,0.05263157894736842,-0.005847953,-0.14619883,0.023529411764705882,0.011764705882352941,-0.047058824,-0.047058824,0.047058823529411764,-0.152941176,0.0058823529411764705,0.0058823529411764705,-0.194117647,-0.041176471,0.029411764705882353,-0.029411765
0.2982456140350877,0.18128654970760233,0.3157894736842105,0.2046783625730994,0.1111111111111111,0.08771929824561403,0.029239766081871343,0.017543859649122806,-0.052631579,-0.01754386,0.09941520467836257,-0.076023392,-0.005847953,0.12352941176470589,0.041176470588235294,0.052941176470588235,-0.076470588,0.0058823529411764705,0.0058823529411764705,0.12352941176470589,0.0058823529411764705,0.0058823529411764705,0.052941176470588235,-0.088235294,-0.052941176
0.21052631578947367,0.3216374269005848,0.2046783625730994,0.2631578947368421,-0.029239766,-0.040935673,-0.122807018,-0.087719298,0.07602339181286549,-0.01754386,-0.052631579,0.029239766081871343,0.08771929824561403,0,-0.058823529,-0.082352941,-0.058823529,0.08235294117647059,0.10588235294117647,-0.052941176,0.029411764705882353,-0.017647059,-0.052941176,0.0058823529411764705,-0.052941176
0.19298245614035087,0.3157894736842105,0.36257309941520466,0.1286549707602339,-0.01754386,0.005847953216374269,-0.157894737,0.05263157894736842,-0.029239766,-0.192982456,0.07602339181286549,0.04093567251461988,-0.005847953,0.08235294117647059,-0.070588235,-0.082352941,0.011764705882352941,0.058823529411764705,-0.035294118,0.03529411764705882,0.03529411764705882,-0.152941176,-0.023529412,0,-0.082352941
0.2222222222222222,0.2631578947368421,0.18128654970760233,0.3333333333333333,-0.087719298,0.029239766081871343,0.029239766081871343,0.005847953216374269,0.017543859649122806,0.04093567251461988,-0.111111111,-0.076023392,0.04093567251461988,0.029411764705882353,-0.005882353,-0.005882353,-0.076470588,0.029411764705882353,0.11176470588235295,0.01764705882352941,0.029411764705882353,-0.041176471,-0.170588235,-0.088235294,0.041176470588235294
0.4093567251461988,0.1695906432748538,0.1111111111111111,0.30994152046783624,-0.01754386,0.06432748538011696,0.13450292397660818,0.017543859649122806,0.05263157894736842,0.15789473684210525,0.04093567251461988,0.04093567251461988,0.14619883040935672,0.10588235294117647,0.09411764705882353,0.21176470588235294,-0.029411765,0.08823529411764706,0.052941176470588235,-0.005882353,-0.029411765,0.041176470588235294,-0.023529412,0.011764705882352941,0.12941176470588237
0.26900584795321636,0.23391812865497075,0.26900584795321636,0.22807017543859648,0.029239766081871343,0.017543859649122806,-0.099415205,0.029239766081871343,0.04093567251461988,0.017543859649122806,0.017543859649122806,-0.052631579,0.07602339181286549,0.058823529411764705,-0.011764706,-0.011764706,-0.023529412,0.07058823529411765,0.07058823529411765,0.047058823529411764,-0.011764706,-0.023529412,0,-0.035294118,-0.047058824
0.2982456140350877,0.23391812865497075,0.24561403508771928,0.2222222222222222,0.12280701754385964,0.07602339181286549,0.05263157894736842,-0.076023392,-0.01754386,-0.029239766,0.04093567251461988,0.005847953216374269,0.017543859649122806,0.052941176470588235,0.0058823529411764705,-0.052941176,-0.1,0.052941176470588235,0.029411764705882353,0.07058823529411765,-0.035294118,0.07058823529411765,0.058823529411764705,0.047058823529411764,0
0.08771929824561403,0.24561403508771928,0.4093567251461988,0.2573099415204678,-0.040935673,0.029239766081871343,-0.18128655,-0.099415205,-0.087719298,0.017543859649122806,0.13450292397660818,-0.274853801,-0.14619883,0.029411764705882353,-0.029411765,-0.064705882,-0.094117647,-0.094117647,0.08235294117647059,0.06470588235294118,-0.147058824,-0.158823529,0,-0.070588235,-0.164705882
0.19298245614035087,0.23976608187134502,0.39766081871345027,0.1695906432748538,-0.029239766,-0.040935673,0.04093567251461988,0.07602339181286549,-0.087719298,-0.204678363,0.13450292397660818,-0.005847953,-0.111111111,0.07647058823529412,-0.052941176,-0.052941176,-0.017647059,0.07647058823529412,0.052941176470588235,0.07647058823529412,-0.064705882,-0.194117647,0.052941176470588235,-0.088235294,-0.088235294
0.1871345029239766,0.27485380116959063,0.28654970760233917,0.25146198830409355,-0.029239766,0.029239766081871343,0.017543859649122806,0.08771929824561403,-0.052631579,-0.228070175,-0.111111111,-0.052631579,0.08771929824561403,0,-0.047058824,-0.047058824,-0.023529412,0.07058823529411765,0.03529411764705882,-0.017647059,-0.088235294,0.0058823529411764705,-0.005882353,-0.017647059,-0.111764706
0.2046783625730994,0.21637426900584794,0.28654970760233917,0.29239766081871343,-0.076023392,-0.076023392,-0.01754386,-0.029239766,-0.005847953,0.005847953216374269,0.08771929824561403,-0.076023392,0.005847953216374269,0.041176470588235294,-0.029411765,-0.052941176,-0.005882353,-0.005882353,0.07647058823529412,0.0058823529411764705,-0.041176471,0.0058823529411764705,-0.064705882,-0.076470588,-0.029411765
0.2573099415204678,0.23976608187134502,0.29239766081871343,0.21052631578947367,0.06432748538011696,0.005847953216374269,-0.076023392,-0.052631579,-0.052631579,-0.01754386,0.08771929824561403,0.04093567251461988,0.029239766081871343,0.011764705882352941,0.03529411764705882,-0.094117647,0.029411764705882353,0.052941176470588235,0.1,0,-0.035294118,-0.023529412,0.06470588235294118,-0.052941176,-0.052941176
0.15789473684210525,0.22807017543859648,0.391812865497076,0.2222222222222222,0.04093567251461988,-0.099415205,-0.111111111,0.05263157894736842,-0.040935673,-0.064327485,0.005847953216374269,-0.087719298,-0.064327485,0.058823529411764705,-0.105882353,-0.082352941,-0.1,0.0058823529411764705,0.12352941176470589,0.14705882352941177,-0.1,-0.205882353,0,-0.035294118,-0.070588235
0.2222222222222222,0.22807017543859648,0.2807017543859649,0.26900584795321636,-0.052631579,-0.087719298,-0.005847953,0.07602339181286549,-0.005847953,-0.14619883,-0.01754386,-0.005847953,0.13450292397660818,0.029411764705882353,-0.052941176,0.01764705882352941,-0.064705882,0.052941176470588235,0.041176470588235294,0,-0.011764706,-0.058823529,0.03529411764705882,-0.094117647,-0.023529412
0.15204678362573099,0.3216374269005848,0.30409356725146197,0.2222222222222222,0.017543859649122806,-0.040935673,0.08771929824561403,-0.064327485,0.029239766081871343,-0.204678363,-0.040935673,-0.040935673,-0.134502924,0,0,-0.058823529,-0.017647059,-0.052941176,0.0058823529411764705,-0.105882353,0.023529411764705882,-0.058823529,0.041176470588235294,-0.017647059,-0.147058824
0.2573099415204678,0.2222222222222222,0.3742690058479532,0.14619883040935672,0.017543859649122806,0.06432748538011696,0.029239766081871343,0.1111111111111111,-0.099415205,-0.134502924,0.13450292397660818,-0.005847953,-0.087719298,0.1411764705882353,-0.070588235,-0.070588235,-0.041176471,0.06470588235294118,0.01764705882352941,0.15294117647058825,0.011764705882352941,-0.023529412,0.01764705882352941,-0.052941176,-0.111764706
0.29239766081871343,0.23976608187134502,0.13450292397660818,0.3333333333333333,-0.14619883,0.017543859649122806,0.09941520467836257,0.005847953216374269,0.005847953216374269,0.12280701754385964,-0.005847953,0.04093567251461988,0.029239766081871343,-0.023529412,0.08235294117647059,0.07058823529411765,-0.070588235,0.023529411764705882,0.11764705882352941,-0.029411765,-0.052941176,0.01764705882352941,-0.017647059,0.01764705882352941,0.041176470588235294
0.3742690058479532,0.17543859649122806,0.1871345029239766,0.2631578947368421,0.04093567251461988,0.04093567251461988,0.05263157894736842,0.07602339181286549,0.005847953216374269,0.14619883040935672,0.005847953216374269,0.05263157894736842,0.07602339181286549,0.15294117647058825,0.08235294117647059,0.11764705882352941,-0.005882353,0.052941176470588235,0.08823529411764706,0.023529411764705882,0,0.047058823529411764,-0.041176471,-0.029411765,0.01764705882352941
0.23391812865497075,0.23391812865497075,0.3567251461988304,0.17543859649122806,0.029239766081871343,-0.040935673,-0.087719298,0.1111111111111111,-0.029239766,-0.111111111,0.04093567251461988,0.005847953216374269,0.017543859649122806,0.03529411764705882,-0.023529412,-0.058823529,-0.005882353,-0.005882353,0.06470588235294118,0.14705882352941177,-0.017647059,-0.041176471,0,-0.011764706,-0.141176471
0.23976608187134502,0.2222222222222222,0.3157894736842105,0.2222222222222222,0.029239766081871343,-0.005847953,-0.029239766,0.017543859649122806,-0.052631579,-0.064327485,0.06432748538011696,-0.01754386,0.017543859649122806,0.08235294117647059,-0.070588235,-0.035294118,-0.035294118,0.07058823529411765,0,0.07058823529411765,-0.035294118,0.023529411764705882,-0.011764706,-0.035294118,-0.058823529
0.2222222222222222,0.22807017543859648,0.3684210526315789,0.18128654970760233,0.04093567251461988,0.005847953216374269,-0.005847953,0.05263157894736842,-0.064327485,-0.111111111,0.08771929824561403,-0.040935673,-0.076023392,0.07058823529411765,-0.117647059,-0.035294118,0,0.08235294117647059,-0.047058824,0.12352941176470589,-0.017647059,-0.052941176,-0.005882353,-0.052941176,-0.052941176
0.24561403508771928,0.2046783625730994,0.16374269005847952,0.38596491228070173,-0.122807018,-0.029239766,0.09941520467836257,-0.029239766,-0.029239766,0.07602339181286549,-0.029239766,-0.040935673,0.08771929824561403,-0.070588235,-0.011764706,0.09411764705882353,-0.088235294,0.0058823529411764705,0.08823529411764706,0.011764705882352941,-0.070588235,0.058823529411764705,-0.041176471,-0.029411765,0.01764705882352941
0.32748538011695905,0.17543859649122806,0.1871345029239766,0.30994152046783624,-0.01754386,-0.01754386,0.07602339181286549,0.04093567251461988,0.07602339181286549,0.08771929824561403,0.005847953216374269,-0.052631579,0.1111111111111111,0.07058823529411765,0,0.1411764705882353,-0.023529412,0.09411764705882353,0.058823529411764705,0.023529411764705882,-0.023529412,0.023529411764705882,-0.047058824,-0.070588235,0.047058823529411764
0.32748538011695905,0.1871345029239766,0.1695906432748538,0.3157894736842105,-0.052631579,0.05263157894736842,0.017543859649122806,0.017543859649122806,0.029239766081871343,0.18128654970760233,0.029239766081871343,-0.052631579,0.08771929824561403,-0.017647059,0.0058823529411764705,0.1588235294117647,-0.058823529,0.023529411764705882,0.08235294117647059,0.029411764705882353,-0.005882353,0.041176470588235294,0.047058823529411764,0.011764705882352941,0
0.14035087719298245,0.3391812865497076,0.40350877192982454,0.11695906432748537,0.05263157894736842,-0.01754386,-0.087719298,-0.040935673,0.06432748538011696,-0.239766082,0.07602339181286549,-0.087719298,-0.157894737,0,0,-0.070588235,-0.005882353,-0.029411765,-0.182352941,0.08823529411764706,0.029411764705882353,-0.170588235,0.011764705882352941,-0.047058824,-0.058823529
0.30409356725146197,0.18128654970760233,0.22807017543859648,0.28654970760233917,-0.01754386,-0.040935673,-0.01754386,0.029239766081871343,0.029239766081871343,0.05263157894736842,0.05263157894736842,-0.01754386,0.14619883040935672,0.047058823529411764,0.023529411764705882,0.09411764705882353,-0.017647059,0.01764705882352941,0.07647058823529412,0.01764705882352941,-0.005882353,0.041176470588235294,0.011764705882352941,-0.058823529,-0.023529412
0.1871345029239766,0.27485380116959063,0.2573099415204678,0.2807017543859649,-0.087719298,0.005847953216374269,-0.01754386,-0.064327485,0.04093567251461988,-0.122807018,0.04093567251461988,-0.122807018,0.07602339181286549,0.03529411764705882,0,-0.058823529,-0.1,-0.005882353,0.11176470588235295,0.052941176470588235,-0.052941176,-0.017647059,-0.094117647,-0.023529412,-0.094117647
0.3157894736842105,0.12280701754385964,0.19883040935672514,0.36257309941520466,0.017543859649122806,0.029239766081871343,0.2046783625730994,-0.052631579,-0.099415205,0.12280701754385964,0.06432748538011696,-0.052631579,0.029239766081871343,-0.023529412,-0.023529412,0.058823529411764705,-0.011764706,0.023529411764705882,0.08235294117647059,0.047058823529411764,-0.023529412,0.10588235294117647,0.023529411764705882,-0.094117647,0.10588235294117647
0.24561403508771928,0.16374269005847952,0.23391812865497075,0.3567251461988304,-0.052631579,0.017543859649122806,0.029239766081871343,-0.076023392,-0.134502924,0.13450292397660818,0.08771929824561403,-0.064327485,0.04093567251461988,-0.011764706,-0.023529412,0.047058823529411764,-0.023529412,-0.023529412,0.09411764705882353,-0.041176471,-0.029411765,0.029411764705882353,0.041176470588235294,-0.1,0.029411764705882353
0.23976608187134502,0.22807017543859648,0.1695906432748538,0.36257309941520466,-0.01754386,-0.01754386,0.07602339181286549,-0.076023392,-0.01754386,0.08771929824561403,-0.087719298,-0.029239766,0.04093567251461988,0.011764705882352941,0,-0.035294118,-0.029411765,0.029411764705882353,0.12352941176470589,-0.017647059,-0.041176471,0.052941176470588235,-0.141176471,-0.047058824,0.058823529411764705
0.21052631578947367,0.2573099415204678,0.34502923976608185,0.1871345029239766,0.09941520467836257,0.005847953216374269,0.05263157894736842,-0.029239766,-0.029239766,-0.157894737,0.04093567251461988,-0.040935673,-0.099415205,0.058823529411764705,-0.082352941,-0.047058824,-0.135294118,0.0058823529411764705,0.041176470588235294,0.12352941176470589,0.029411764705882353,-0.1,0.058823529411764705,-0.023529412,-0.105882353
0.23976608187134502,0.26900584795321636,0.17543859649122806,0.3157894736842105,-0.040935673,-0.005847953,0.1111111111111111,-0.064327485,0.005847953216374269,0.05263157894736842,-0.064327485,0.017543859649122806,-0.052631579,0.0058823529411764705,-0.052941176,0.01764705882352941,-0.064705882,0.029411764705882353,0.1,0.023529411764705882,0.047058823529411764,0.011764705882352941,-0.129411765,-0.011764706,-0.011764706
0.23391812865497075,0.2222222222222222,0.3684210526315789,0.17543859649122806,0.06432748538011696,0.005847953216374269,-0.099415205,0.017543859649122806,0.017543859649122806,-0.01754386,0.12280701754385964,-0.111111111,-0.064327485,0.1411764705882353,-0.058823529,-0.082352941,-0.023529412,0.058823529411764705,0.047058823529411764,0.09411764705882353,-0.035294118,-0.117647059,0,-0.058823529,-0.023529412
0.13450292397660818,0.30409356725146197,0.30409356725146197,0.2573099415204678,-0.122807018,-0.064327485,0.04093567251461988,0.04093567251461988,-0.099415205,-0.157894737,-0.040935673,0.04093567251461988,-0.099415205,0.07647058823529412,-0.041176471,-0.029411765,-0.217647059,0.01764705882352941,0.01764705882352941,0.03529411764705882,-0.047058824,-0.082352941,-0.011764706,-0.047058824,-0.129411765
0.43859649122807015,0.14035087719298245,0.16374269005847952,0.2573099415204678,-0.029239766,0.029239766081871343,0.13450292397660818,0.09941520467836257,0.09941520467836257,0.14619883040935672,0.13450292397660818,0.029239766081871343,0.1111111111111111,0.1588235294117647,0.08823529411764706,0.20588235294117646,0,0.011764705882352941,0.058823529411764705,-0.011764706,0.03529411764705882,0.07058823529411765,0.06470588235294118,0.029411764705882353,0.052941176470588235
0.23391812865497075,0.2807017543859649,0.19298245614035087,0.29239766081871343,-0.064327485,0.017543859649122806,0.06432748538011696,-0.029239766,-0.029239766,-0.01754386,-0.052631579,0.04093567251461988,0.005847953216374269,-0.029411765,0.052941176470588235,0.0058823529411764705,-0.082352941,0.011764705882352941,0.1411764705882353,-0.041176471,0.01764705882352941,-0.005882353,0.011764705882352941,-0.047058824,-0.094117647
0.15204678362573099,0.4093567251461988,0.2573099415204678,0.18128654970760233,-0.099415205,0.07602339181286549,-0.099415205,-0.040935673,0.08771929824561403,-0.216374269,-0.040935673,-0.040935673,-0.01754386,0.011764705882352941,0,-0.070588235,-0.094117647,0.09411764705882353,-0.035294118,-0.035294118,0.03529411764705882,-0.117647059,-0.058823529,0,-0.117647059
0.25146198830409355,0.21052631578947367,0.23976608187134502,0.2982456140350877,-0.01754386,0.04093567251461988,0.1111111111111111,-0.005847953,-0.064327485,0.017543859649122806,0.005847953216374269,-0.052631579,-0.029239766,0.029411764705882353,0.01764705882352941,0.029411764705882353,-0.011764706,0.03529411764705882,0.07058823529411765,0.029411764705882353,-0.052941176,-0.005882353,-0.070588235,-0.082352941,0
0.36257309941520466,0.18128654970760233,0.19298245614035087,0.2631578947368421,0.04093567251461988,0.05263157894736842,0.08771929824561403,0.005847953216374269,0.005847953216374269,0.12280701754385964,0.06432748538011696,0.029239766081871343,0.04093567251461988,0.11176470588235295,0.06470588235294118,0.052941176470588235,-0.017647059,0.029411764705882353,0.08823529411764706,0.0058823529411764705,-0.005882353,0.08823529411764706,0.0058823529411764705,0.0058823529411764705,0.029411764705882353
0.25146198830409355,0.2222222222222222,0.27485380116959063,0.25146198830409355,-0.005847953,0.005847953216374269,0.08771929824561403,0.04093567251461988,-0.064327485,-0.052631579,0.017543859649122806,0.005847953216374269,-0.029239766,0.029411764705882353,-0.017647059,-0.005882353,-0.047058824,0,0.12941176470588237,0.10588235294117647,0.058823529411764705,-0.058823529,-0.041176471,-0.088235294,-0.052941176
0.30994152046783624,0.21637426900584794,0.21052631578947367,0.2631578947368421,0.05263157894736842,-0.005847953,0.06432748538011696,0.029239766081871343,0.05263157894736842,0.05263157894736842,-0.040935673,0.005847953216374269,0.029239766081871343,0.0058823529411764705,0.01764705882352941,0.01764705882352941,-0.011764706,0.09411764705882353,0.058823529411764705,0.03529411764705882,0,-0.011764706,0.01764705882352941,-0.052941176,0.07647058823529412
0.21052631578947367,0.3684210526315789,0.2982456140350877,0.12280701754385964,0.005847953216374269,0.029239766081871343,-0.064327485,0.017543859649122806,0.017543859649122806,-0.204678363,-0.005847953,0.1111111111111111,-0.064327485,0.03529411764705882,-0.058823529,-0.141176471,-0.011764706,0.15294117647058825,0.058823529411764705,-0.017647059,0.06470588235294118,-0.135294118,0.0058823529411764705,0.0058823529411764705,-0.111764706
0.23976608187134502,0.2631578947368421,0.2807017543859649,0.21637426900584794,0.04093567251461988,0.029239766081871343,-0.005847953,-0.040935673,-0.01754386,-0.087719298,0.04093567251461988,-0.005847953,0.005847953216374269,0.06470588235294118,-0.041176471,-0.029411765,-0.052941176,0.06470588235294118,-0.017647059,0.029411764705882353,0.029411764705882353,-0.005882353,-0.005882353,-0.052941176,-0.041176471
0.14619883040935672,0.2631578947368421,0.3742690058479532,0.21637426900584794,-0.029239766,-0.111111111,-0.099415205,0.04093567251461988,-0.040935673,-0.263157895,0.029239766081871343,-0.029239766,0.08771929824561403,0.06470588235294118,-0.076470588,-0.088235294,-0.017647059,0.06470588235294118,0.041176470588235294,0.03529411764705882,-0.082352941,-0.164705882,-0.035294118,-0.094117647,-0.058823529
